Molecule ChEMBL ID,Assay ChEMBL ID,Activity Type,Value,Units,Standard Type,Standard Value,Standard Units,SMILES
CHEMBL4281048,CHEMBL4264268,,87.0,%,Activity,87.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264267,,76.0,%,Activity,76.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264266,,100.0,%,Activity,100.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264265,,85.0,%,Activity,85.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264264,,90.0,%,Activity,90.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264263,,79.0,%,Activity,79.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264262,,92.0,%,Activity,92.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264261,,82.0,%,Activity,82.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264260,,98.0,%,Activity,98.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264259,,83.0,%,Activity,83.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4281048,CHEMBL4264258,,94.0,%,Activity,94.0,%,COCCN[C@H]1CC[C@H](Nc2cc(-c3csc(NCC4(C#N)CCOCC4)n3)c(Cl)cn2)CC1
CHEMBL4285809,CHEMBL4264842,,0.0,%,Activity,0.0,%,O=C(Nc1ccc(Oc2c(Br)cnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O
CHEMBL4277499,CHEMBL4264842,,0.0,%,Activity,0.0,%,O=C(Nc1ccc(Oc2ccnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O
CHEMBL4285448,CHEMBL4264842,,2.0,%,Activity,2.0,%,CC(C)c1nc2c(Oc3ccc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)cc3F)ccnc2[nH]1
CHEMBL4293688,CHEMBL4264842,,1.0,%,Activity,1.0,%,Cc1cnc2[nH]cnc2c1Oc1ccc(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)cc1F
CHEMBL4285809,CHEMBL4264843,,0.0,%,Activity,0.0,%,O=C(Nc1ccc(Oc2c(Br)cnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O
CHEMBL4277499,CHEMBL4264843,,0.0,%,Activity,0.0,%,O=C(Nc1ccc(Oc2ccnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O
CHEMBL4285448,CHEMBL4264843,,0.0,%,Activity,0.0,%,CC(C)c1nc2c(Oc3ccc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)cc3F)ccnc2[nH]1
CHEMBL4293688,CHEMBL4264843,,0.0,%,Activity,0.0,%,Cc1cnc2[nH]cnc2c1Oc1ccc(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)cc1F
CHEMBL4285809,CHEMBL4264844,,1.0,%,Activity,1.0,%,O=C(Nc1ccc(Oc2c(Br)cnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O
CHEMBL4277499,CHEMBL4264844,,0.0,%,Activity,0.0,%,O=C(Nc1ccc(Oc2ccnc3[nH]cnc23)c(F)c1)c1cccn(-c2ccc(F)cc2)c1=O
CHEMBL4285448,CHEMBL4264844,,8.0,%,Activity,8.0,%,CC(C)c1nc2c(Oc3ccc(NC(=O)c4cccn(-c5ccc(F)cc5)c4=O)cc3F)ccnc2[nH]1
CHEMBL4293688,CHEMBL4264844,,0.0,%,Activity,0.0,%,Cc1cnc2[nH]cnc2c1Oc1ccc(NC(=O)c2cccn(-c3ccc(F)cc3)c2=O)cc1F
CHEMBL4281393,CHEMBL4265587,,10000.0,nM,IC50,10000.0,nM,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]ccc34)cc21
CHEMBL4277610,CHEMBL4265587,,10000.0,nM,IC50,10000.0,nM,N#CN[C@H]1C[C@@H](NS(=O)(=O)c2cccc(F)c2)c2ccc(-c3ncnc4[nH]ccc34)cc21
CHEMBL4292341,CHEMBL4265587,,10000.0,nM,IC50,10000.0,nM,N#CN[C@H]1CCc2ccc(-c3ncnc4[nH]cc(-c5cccc(CO)c5)c34)cc21
CHEMBL4279192,CHEMBL4266552,,-23.0,%,Inhibition,-23.0,%,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc([C@H]4CC[C@H](C(N)=O)CC4)c23)CC1
CHEMBL4279192,CHEMBL4266553,,21.0,%,Inhibition,21.0,%,CN(C)[C@H]1CC[C@H](Nc2ncnc3[nH]cc([C@H]4CC[C@H](C(N)=O)CC4)c23)CC1
CHEMBL4278882,CHEMBL4266552,,-1.0,%,Inhibition,-1.0,%,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc(C(C)C)c34)CC2)CC1
CHEMBL4278882,CHEMBL4266553,,20.0,%,Inhibition,20.0,%,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc(C(C)C)c34)CC2)CC1
CHEMBL4290222,CHEMBL4266552,,-2.0,%,Inhibition,-2.0,%,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc(C5CCOCC5)c34)CC2)CC1
CHEMBL4290222,CHEMBL4266553,,-6.0,%,Inhibition,-6.0,%,CC(=O)N1CCN([C@H]2CC[C@H](Nc3ncnn4ccc(C5CCOCC5)c34)CC2)CC1
CHEMBL4290280,CHEMBL4267254,,2.1,%,Inhibition,2.1,%,COc1ccc(Nc2cc(NC(=O)/C=C/c3ccc(F)cc3Br)ncn2)c([N+](=O)[O-])c1
CHEMBL4285811,CHEMBL4267254,,2.7,%,Inhibition,2.7,%,O=C(/C=C/c1ccc(F)cc1Br)Nc1cc(Nc2ccc(Cl)cc2Cl)ncn1
CHEMBL4293689,CHEMBL4267254,,-7.6,%,Inhibition,-7.6,%,O=C(/C=C/c1ccc(F)cc1)Nc1cc(Nc2ccc(Cl)cc2Cl)ncn1
CHEMBL4276786,CHEMBL4267254,,-5.1,%,Inhibition,-5.1,%,O=C(/C=C/c1ccc(F)cc1)Nc1cc(Nc2ccc(N3CCOCC3)cc2)ncn1
CHEMBL4284727,CHEMBL4267254,,7.3,%,Inhibition,7.3,%,O=C(/C=C/c1ccc(F)cc1)Nc1cc(Nc2ccc(Cl)cc2)ncn1
CHEMBL4278262,CHEMBL4267254,,-11.1,%,Inhibition,-11.1,%,O=C(/C=C/c1ccccc1)Nc1cc(Nc2ccc(N3CCOCC3)cc2)ncn1
CHEMBL4286178,CHEMBL4267254,,-5.7,%,Inhibition,-5.7,%,O=C(/C=C/c1ccccc1)Nc1cc(Nc2ccc(O)cc2)ncn1
CHEMBL4293400,CHEMBL4267254,,-4.0,%,Inhibition,-4.0,%,COc1ccc(Nc2cc(NC(=O)/C=C/c3ccccc3)ncn2)c([N+](=O)[O-])c1
CHEMBL4282787,CHEMBL4267254,,1.9,%,Inhibition,1.9,%,COc1cccc(Nc2cc(NC(=O)/C=C/c3ccccc3)ncn2)c1
CHEMBL4285158,CHEMBL4267254,,-0.4,%,Inhibition,-0.4,%,CCOc1ccc(Nc2cc(NC(=O)/C=C/c3ccccc3)ncn2)cc1
CHEMBL4292992,CHEMBL4267254,,-0.3,%,Inhibition,-0.3,%,COc1ccc(Nc2cc(NC(=O)/C=C/c3ccccc3)ncn2)cc1
CHEMBL4281730,CHEMBL4267254,,1.7,%,Inhibition,1.7,%,Cc1ccc(Nc2cc(NC(=O)c3ccc(F)cc3)ncn2)cc1
CHEMBL4289611,CHEMBL4267254,,-1.2,%,Inhibition,-1.2,%,CCOc1ccc(Nc2cc(NC(=O)c3ccc(F)cc3)ncn2)cc1
CHEMBL1379917,CHEMBL4267254,,83.3,%,Inhibition,83.3,%,O=C(Nc1cc(N2CCOCC2)ncn1)c1ccc(F)cc1
CHEMBL4286720,CHEMBL4267254,,-3.3,%,Inhibition,-3.3,%,O=C(Nc1cc(Nc2ccc(N3CCOCC3)cc2)ncn1)c1ccc(F)cc1
CHEMBL4289280,CHEMBL4267254,,-8.1,%,Inhibition,-8.1,%,O=C(Nc1cc(Nc2cccc(Cl)c2)ncn1)c1ccc(F)cc1
CHEMBL4281413,CHEMBL4267254,,34.4,%,Inhibition,34.4,%,O=C(Nc1cc(Nc2ccc(Cl)cc2)ncn1)c1ccc(F)cc1
CHEMBL4292692,CHEMBL4267254,,-4.2,%,Inhibition,-4.2,%,CCOc1cccc(Nc2cc(NC(=O)c3ccc(F)cc3)ncn2)c1
CHEMBL4284823,CHEMBL4267254,,14.0,%,Inhibition,14.0,%,COc1cccc(Nc2cc(NC(=O)c3ccc(F)cc3)ncn2)c1
CHEMBL4277577,CHEMBL4267254,,2.7,%,Inhibition,2.7,%,COc1ccc(Nc2cc(NC(=O)c3ccc(F)cc3)ncn2)cc1
CHEMBL1583316,CHEMBL4267254,,10.1,%,Inhibition,10.1,%,O=C(Nc1cc(N2CCOCC2)ncn1)c1ccccc1
CHEMBL4280996,CHEMBL4267254,,11.2,%,Inhibition,11.2,%,COc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)c([N+](=O)[O-])c1
CHEMBL4291638,CHEMBL4267254,,-2.9,%,Inhibition,-2.9,%,O=C(Nc1cc(Nc2cccc(Cl)c2)ncn1)c1ccccc1
CHEMBL4285317,CHEMBL4267254,,-1.2,%,Inhibition,-1.2,%,O=C(Nc1cc(Nc2ccc(Cl)cc2)ncn1)c1ccccc1
CHEMBL4293134,CHEMBL4267254,,12.8,%,Inhibition,12.8,%,CCOc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1
CHEMBL4283823,CHEMBL4267254,,96.0,%,Inhibition,96.0,%,COc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1
CHEMBL4291681,CHEMBL4267254,,18.6,%,Inhibition,18.6,%,COc1cccc(Nc2cc(NC(=O)c3ccccc3)ncn2)c1
CHEMBL4287176,CHEMBL4267254,,-0.4,%,Inhibition,-0.4,%,CCOC(=O)c1ccc(Nc2cc(Nc3ccc(C(=O)OCC)cc3)ncn2)cc1
CHEMBL4295104,CHEMBL4267254,,25.3,%,Inhibition,25.3,%,Fc1ccc(Nc2cc(Nc3ccc(F)cc3)ncn2)cc1
CHEMBL4276936,CHEMBL4267254,,34.6,%,Inhibition,34.6,%,Clc1ccc(Nc2cc(Nc3ccc4[nH]ncc4c3)ncn2)cc1
CHEMBL4284868,CHEMBL4267254,,-4.9,%,Inhibition,-4.9,%,Fc1ccc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)cc1
CHEMBL4280360,CHEMBL4267254,,12.3,%,Inhibition,12.3,%,Clc1ccc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)cc1
CHEMBL4288262,CHEMBL4267254,,89.8,%,Inhibition,89.8,%,Clc1ccc(Nc2cc(Nc3cccc(Cl)n3)ncn2)cc1
CHEMBL4284577,CHEMBL4267254,,9.5,%,Inhibition,9.5,%,Clc1ccc(Nc2cc(Nc3cccc(Cl)c3)ncn2)cc1
CHEMBL4295226,CHEMBL4267254,,6.8,%,Inhibition,6.8,%,Clc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1
CHEMBL4294771,CHEMBL4267254,,-2.9,%,Inhibition,-2.9,%,Clc1cccc(Nc2cc(Nc3cccc(Cl)c3)ncn2)c1
CHEMBL4286871,CHEMBL4267254,,65.5,%,Inhibition,65.5,%,CCNc1cc(Nc2cccc(Cl)c2)ncn1
CHEMBL4291359,CHEMBL4267254,,19.6,%,Inhibition,19.6,%,CCNc1cc(Nc2cc(OC)ccc2OC)ncn1
CHEMBL4283517,CHEMBL4267254,,79.6,%,Inhibition,79.6,%,COc1cc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)cc(OC)c1OC
CHEMBL4283097,CHEMBL4267254,,54.7,%,Inhibition,54.7,%,COc1ccc(OC)c(Nc2cc(NCCc3cccs3)ncn2)c1
CHEMBL4293690,CHEMBL4267254,,79.0,%,Inhibition,79.0,%,COc1ccc(OC)c(Nc2cc(Nc3ccc(N4CCN(C)CC4)cc3)ncn2)c1
CHEMBL4279620,CHEMBL4267254,,30.4,%,Inhibition,30.4,%,COc1ccc(OC)c(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1
CHEMBL4290281,CHEMBL4267254,,6.2,%,Inhibition,6.2,%,COc1ccc(OC)c(Nc2cc(Nc3ccc(Cl)cc3)ncn2)c1
CHEMBL4280395,CHEMBL4267254,,72.5,%,Inhibition,72.5,%,COc1ccc(OC)c(Nc2cc(Nc3ccc(F)cc3)ncn2)c1
CHEMBL4288300,CHEMBL4267254,,96.9,%,Inhibition,96.9,%,COc1cccc(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1
CHEMBL4276965,CHEMBL4267254,,50.2,%,Inhibition,50.2,%,COc1ccc(OC)c(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)ncn2)c1
CHEMBL4284911,CHEMBL4267254,,48.7,%,Inhibition,48.7,%,COc1cccc(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)ncn2)c1
CHEMBL4292110,CHEMBL4267254,,30.5,%,Inhibition,30.5,%,CCOC(=O)c1ccc(Nc2cc(Nc3cccc(OC)c3)ncn2)cc1
CHEMBL4281484,CHEMBL4267254,,30.7,%,Inhibition,30.7,%,COc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1
CHEMBL4288692,CHEMBL4267254,,16.7,%,Inhibition,16.7,%,COc1cccc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)c1
CHEMBL4278031,CHEMBL4267254,,46.8,%,Inhibition,46.8,%,COc1cccc(Nc2cc(Nc3cccc(Cl)c3)ncn2)c1
CHEMBL4282405,CHEMBL4267254,,-7.7,%,Inhibition,-7.7,%,O=C(/C=C/c1ccc(F)cc1Br)Nc1cc(Nc2ccc(N3CCOCC3)cc2)ncn1
CHEMBL4286870,CHEMBL4267254,,2.9,%,Inhibition,2.9,%,CN1CCN(c2ccc(Nc3cc(NC(=O)/C=C/c4ccc(F)cc4)ncn3)cc2)CC1
CHEMBL4278953,CHEMBL4267254,,22.7,%,Inhibition,22.7,%,COc1ccc(/C=C/C(=O)Nc2cc(Nc3cccc(Br)c3)ncn2)cc1
CHEMBL4283515,CHEMBL4267254,,-6.9,%,Inhibition,-6.9,%,COc1ccc(/C=C/C(=O)Nc2cc(Nc3ccc(Cl)cc3Cl)ncn2)cc1
CHEMBL4294094,CHEMBL4267254,,-2.9,%,Inhibition,-2.9,%,COc1ccc(/C=C/C(=O)Nc2cc(Nc3ccc(Cl)cc3)ncn2)cc1
CHEMBL4288809,CHEMBL4267254,,4.1,%,Inhibition,4.1,%,CCOc1ccc(Nc2cc(NC(=O)/C=C/c3ccc(OC)cc3)ncn2)cc1
CHEMBL4280910,CHEMBL4267254,,7.1,%,Inhibition,7.1,%,CN1CCN(c2cc(NC(=O)/C=C/c3ccc(F)cc3)ncn2)CC1
CHEMBL4294871,CHEMBL4267254,,-1.6,%,Inhibition,-1.6,%,O=C(/C=C/c1ccc(F)cc1Br)Nc1cc(N2CCOCC2)ncn1
CHEMBL4284243,CHEMBL4267254,,7.6,%,Inhibition,7.6,%,COc1ccc(/C=C/C(=O)Nc2cc(N3CCOCC3)ncn2)cc1
CHEMBL4279722,CHEMBL4267254,,-1.8,%,Inhibition,-1.8,%,COc1ccc(/C=C/C(=O)Nc2cc(N3CCN(C)CC3)ncn2)cc1
CHEMBL4287629,CHEMBL4267254,,34.7,%,Inhibition,34.7,%,O=C(O)CCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1
CHEMBL4283201,CHEMBL4267254,,-17.8,%,Inhibition,-17.8,%,O=C(O)CCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1
CHEMBL4291054,CHEMBL4267254,,11.7,%,Inhibition,11.7,%,O=C(O)CCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1
CHEMBL4286565,CHEMBL4267254,,35.2,%,Inhibition,35.2,%,COc1cccc(Nc2cc(NC(=O)CCC(=O)O)ncn2)c1
CHEMBL4294457,CHEMBL4267254,,36.5,%,Inhibition,36.5,%,CCOC(=O)c1ccc(Nc2cc(NC(=O)CCC(=O)O)ncn2)cc1
CHEMBL4281263,CHEMBL4267254,,26.3,%,Inhibition,26.3,%,O=C(O)CCC(=O)Nc1cc(Nc2cccc(C(=O)O)c2)ncn1
CHEMBL4289137,CHEMBL4267254,,10.2,%,Inhibition,10.2,%,CN1CCN(c2ccc(Nc3cc(NC(=O)CCC(=O)O)ncn3)cc2)CC1
CHEMBL4278997,CHEMBL4267254,,88.3,%,Inhibition,88.3,%,O=C(O)CCCC(=O)Nc1cc(Nc2ccccc2)ncn1
CHEMBL4289682,CHEMBL4267254,,56.0,%,Inhibition,56.0,%,O=C(O)CCCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1
CHEMBL4282460,CHEMBL4267254,,73.1,%,Inhibition,73.1,%,O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1
CHEMBL4293070,CHEMBL4267254,,39.4,%,Inhibition,39.4,%,O=C(O)CCCC(=O)Nc1cc(Nc2ccccc2Br)ncn1
CHEMBL4290750,CHEMBL4267254,,91.3,%,Inhibition,91.3,%,CCOC(=O)c1ccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)cc1
CHEMBL4282879,CHEMBL4267254,,68.4,%,Inhibition,68.4,%,COc1ccc(OC)c(Nc2cc(NC(=O)CCCC(=O)O)ncn2)c1
CHEMBL4294156,CHEMBL4267254,,96.4,%,Inhibition,96.4,%,COc1cccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)c1
CHEMBL4286263,CHEMBL4267254,,90.5,%,Inhibition,90.5,%,O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1
CHEMBL4283970,CHEMBL4267254,,68.3,%,Inhibition,68.3,%,O=C(O)CCCC(=O)Nc1cc(N2CCOCC2)ncn1
CHEMBL4294565,CHEMBL4267254,,41.4,%,Inhibition,41.4,%,CN1CCN(c2cc(NC(=O)CCCC(=O)O)ncn2)CC1
CHEMBL4288761,CHEMBL4267254,,65.9,%,Inhibition,65.9,%,CCOC(=O)CCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1
CHEMBL4278103,CHEMBL4267254,,46.8,%,Inhibition,46.8,%,CCOC(=O)CCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1
CHEMBL4285407,CHEMBL4267254,,43.6,%,Inhibition,43.6,%,CCOC(=O)CCC(=O)Nc1cc(Nc2cccc(OC)c2)ncn1
CHEMBL4293232,CHEMBL4267254,,39.4,%,Inhibition,39.4,%,CCOC(=O)CCC(=O)Nc1cc(Nc2cc(OC)ccc2OC)ncn1
CHEMBL4281981,CHEMBL4267254,,41.0,%,Inhibition,41.0,%,CCOC(=O)CCC(=O)Nc1cc(Nc2ccc(C(=O)OCC)cc2)ncn1
CHEMBL4289855,CHEMBL4267254,,24.2,%,Inhibition,24.2,%,CCOC(=O)CCC(=O)Nc1cc(Nc2cccc(C(=O)OCC)c2)ncn1
CHEMBL4278518,CHEMBL4267254,,45.0,%,Inhibition,45.0,%,CCOC(=O)CCC(=O)Nc1cc(Nc2ccc(S(N)(=O)=O)cc2)ncn1
CHEMBL4286433,CHEMBL4267254,,6.0,%,Inhibition,6.0,%,CCOC(=O)CCC(=O)Nc1cc(Nc2ccc(N3CCN(C)CC3)cc2)ncn1
CHEMBL4293654,CHEMBL4267254,,3.6,%,Inhibition,3.6,%,CCOC(=O)CCC(=O)Nc1cc(NCCc2cccs2)ncn1
CHEMBL4283061,CHEMBL4267254,,85.7,%,Inhibition,85.7,%,CCOC(=O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1
CHEMBL4278458,CHEMBL4267254,,-1.4,%,Inhibition,-1.4,%,CCOC(=O)CCCC(=O)Nc1cc(Nc2cc(OC)ccc2OC)ncn1
CHEMBL4284551,CHEMBL4267254,,7.2,%,Inhibition,7.2,%,CCCC(C)OC(=O)CCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1
CHEMBL4289032,CHEMBL4267254,,3.6,%,Inhibition,3.6,%,CCCC(C)OC(=O)CCC(=O)Nc1cc(Nc2cccc(C(=O)OC(C)CCC)c2)ncn1
CHEMBL4281136,CHEMBL4267254,,-2.4,%,Inhibition,-2.4,%,CC(C)OC(=O)CCC(=O)Nc1cc(Nc2ccc(C(=O)OC(C)C)cc2)ncn1
CHEMBL4280689,CHEMBL4267254,,-7.3,%,Inhibition,-7.3,%,CC(C)OC(=O)CCC(=O)Nc1cc(Nc2ccc(F)cc2)ncn1
CHEMBL4290567,CHEMBL4267254,,8.8,%,Inhibition,8.8,%,CCOC(=O)c1c(Nc2cc(NC(=O)CCC(=O)OC(C)C)ncn2)sc2c1CCCC2
CHEMBL4277295,CHEMBL4267254,,-2.5,%,Inhibition,-2.5,%,CCOC(=O)CC(=O)Nc1cc(Nc2ccc(F)cc2)ncn1
CHEMBL4292110,CHEMBL4267255,,10000.0,nM,IC50,10000.0,nM,CCOC(=O)c1ccc(Nc2cc(Nc3cccc(OC)c3)ncn2)cc1
CHEMBL4284911,CHEMBL4267255,,10000.0,nM,IC50,10000.0,nM,COc1cccc(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)ncn2)c1
CHEMBL4276965,CHEMBL4267255,,779.0,nM,IC50,779.0,nM,COc1ccc(OC)c(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)ncn2)c1
CHEMBL4288300,CHEMBL4267255,,26.0,nM,IC50,26.0,nM,COc1cccc(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1
CHEMBL4280395,CHEMBL4267255,,336.0,nM,IC50,336.0,nM,COc1ccc(OC)c(Nc2cc(Nc3ccc(F)cc3)ncn2)c1
CHEMBL4293690,CHEMBL4267255,,288.0,nM,IC50,288.0,nM,COc1ccc(OC)c(Nc2cc(Nc3ccc(N4CCN(C)CC4)cc3)ncn2)c1
CHEMBL4283097,CHEMBL4267255,,125.0,nM,IC50,125.0,nM,COc1ccc(OC)c(Nc2cc(NCCc3cccs3)ncn2)c1
CHEMBL4283517,CHEMBL4267255,,901.0,nM,IC50,901.0,nM,COc1cc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)cc(OC)c1OC
CHEMBL4286871,CHEMBL4267255,,170.0,nM,IC50,170.0,nM,CCNc1cc(Nc2cccc(Cl)c2)ncn1
CHEMBL4288262,CHEMBL4267255,,324.0,nM,IC50,324.0,nM,Clc1ccc(Nc2cc(Nc3cccc(Cl)n3)ncn2)cc1
CHEMBL4283823,CHEMBL4267255,,81.0,nM,IC50,81.0,nM,COc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1
CHEMBL4293134,CHEMBL4267255,,10000.0,nM,IC50,10000.0,nM,CCOc1ccc(Nc2cc(NC(=O)c3ccccc3)ncn2)cc1
CHEMBL4281413,CHEMBL4267255,,10000.0,nM,IC50,10000.0,nM,O=C(Nc1cc(Nc2ccc(Cl)cc2)ncn1)c1ccc(F)cc1
CHEMBL1379917,CHEMBL4267255,,131.0,nM,IC50,131.0,nM,O=C(Nc1cc(N2CCOCC2)ncn1)c1ccc(F)cc1
CHEMBL4278997,CHEMBL4267255,,10000.0,nM,IC50,10000.0,nM,O=C(O)CCCC(=O)Nc1cc(Nc2ccccc2)ncn1
CHEMBL4289682,CHEMBL4267255,,10000.0,nM,IC50,10000.0,nM,O=C(O)CCCC(=O)Nc1cc(Nc2ccc(Cl)cc2)ncn1
CHEMBL4282460,CHEMBL4267255,,27.0,nM,IC50,27.0,nM,O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1
CHEMBL4290750,CHEMBL4267255,,48.0,nM,IC50,48.0,nM,CCOC(=O)c1ccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)cc1
CHEMBL4282879,CHEMBL4267255,,68.0,nM,IC50,68.0,nM,COc1ccc(OC)c(Nc2cc(NC(=O)CCCC(=O)O)ncn2)c1
CHEMBL4294156,CHEMBL4267255,,37.0,nM,IC50,37.0,nM,COc1cccc(Nc2cc(NC(=O)CCCC(=O)O)ncn2)c1
CHEMBL4286263,CHEMBL4267255,,70.0,nM,IC50,70.0,nM,O=C(O)CCCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1
CHEMBL4283970,CHEMBL4267255,,53.0,nM,IC50,53.0,nM,O=C(O)CCCC(=O)Nc1cc(N2CCOCC2)ncn1
CHEMBL4288761,CHEMBL4267255,,10000.0,nM,IC50,10000.0,nM,CCOC(=O)CCC(=O)Nc1cc(Nc2cccc(Br)c2)ncn1
CHEMBL4283061,CHEMBL4267255,,27.0,nM,IC50,27.0,nM,CCOC(=O)CCCC(=O)Nc1cc(Nc2cccc(Cl)c2)ncn1
CHEMBL4278031,CHEMBL4267256,,84.7,%,Inhibition,84.7,%,COc1cccc(Nc2cc(Nc3cccc(Cl)c3)ncn2)c1
CHEMBL4288692,CHEMBL4267256,,48.3,%,Inhibition,48.3,%,COc1cccc(Nc2cc(Nc3ccc(Cl)cc3)ncn2)c1
CHEMBL4281484,CHEMBL4267256,,46.2,%,Inhibition,46.2,%,COc1cccc(Nc2cc(Nc3cccc(Br)c3)ncn2)c1
CHEMBL4292110,CHEMBL4267256,,72.5,%,Inhibition,72.5,%,CCOC(=O)c1ccc(Nc2cc(Nc3cccc(OC)c3)ncn2)cc1
CHEMBL4284911,CHEMBL4267256,,90.2,%,Inhibition,90.2,%,COc1cccc(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)ncn2)c1
CHEMBL4276965,CHEMBL4267256,,99.3,%,Inhibition,99.3,%,COc1ccc(OC)c(Nc2cc(Nc3ccc(S(N)(=O)=O)cc3)ncn2)c1
CHEMBL4288300,CHEMBL4267256,,97.9,%,Inhibition,97.9,%,COc1cccc(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1
CHEMBL4280395,CHEMBL4267256,,55.9,%,Inhibition,55.9,%,COc1ccc(OC)c(Nc2cc(Nc3ccc(F)cc3)ncn2)c1
CHEMBL4290281,CHEMBL4267256,,26.6,%,Inhibition,26.6,%,COc1ccc(OC)c(Nc2cc(Nc3ccc(Cl)cc3)ncn2)c1
CHEMBL4279620,CHEMBL4267256,,43.4,%,Inhibition,43.4,%,COc1ccc(OC)c(Nc2cc(Nc3cc(OC)ccc3OC)ncn2)c1
CHEMBL4293690,CHEMBL4267256,,43.3,%,Inhibition,43.3,%,COc1ccc(OC)c(Nc2cc(Nc3ccc(N4CCN(C)CC4)cc3)ncn2)c1
